,licensed_certified,facid,fac_status_type_code,facname,fac_type_code,fac_fdr,ltc,capacity,address,city,zip,county_code,county_name,district_number,district_name,isfacmain,fac_fac_relationship_type_code,cclho_code,cclho_name,fips_county_code,data_date
8753,LICENSED AND CERTIFIED,630018285,OPEN,ADEPT HOSPICE CARE,HOSPICE,HOSPICE,NON-LTC,0,9267 HAVEN AVE,RANCHO CUCAMONGA,91730,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8754,LICENSED ONLY,630018286,OPEN,FEATHER RIVER TRIBAL HEALTH WELLNESS CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2201 5TH AVE,OROVILLE,95965,30,BUTTE,23,CHICO,Y,PARENT,4,BUTTE,6007,2024-03-15 00:00:00
8755,LICENSED ONLY,630018287,OPEN,PARKTREE COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2680 E RIVERSIDE DR,ONTARIO,91761,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8756,LICENSED AND CERTIFIED,630018289,OPEN,VISTA VILLAGE PEDIATRICS,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,950 CIVIC CENTER DR,VISTA,92083,470,SAN DIEGO,10,SAN DIEGO,N,INTERMITTENT CLINIC,37,SAN DIEGO,6073,2024-03-15 00:00:00
8757,LICENSED AND CERTIFIED,630018290,OPEN,"AZURE HEALTH CARE MANAGEMENT, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,2130 N ARROWHEAD AVE,SAN BERNARDINO,92405,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8758,LICENSED ONLY,630018291,OPEN,"VALLEY COMMUNITY HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,12501 CHANDLER BLVD,VALLEY VILLAGE,91607,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8759,LICENSED AND CERTIFIED,630018292,OPEN,"ORANGE COUNTY HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,3532 KATELLA AVE,LOS ALAMITOS,90720,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8760,LICENSED AND CERTIFIED,630018293,OPEN,ST PETER'S HOSPICE SERVICES,HOSPICE,HOSPICE,NON-LTC,0,16106 HART ST,VAN NUYS,91406,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8761,LICENSED AND CERTIFIED,630018294,OPEN,"WARMCARE HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,22048 SHERMAN WAY,CANOGA PARK,91303,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8762,LICENSED AND CERTIFIED,630018295,OPEN,DEVOTED HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,22543 VENTURA BLVD,WOODLAND HILLS,91364,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8763,LICENSED ONLY,630018296,OPEN,RECOUP HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,7301 TOPANGA CANYON BLVD,CANOGA PARK,91303,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8764,LICENSED AND CERTIFIED,630018297,OPEN,DNA HOME HEALTH SERVICES INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,18425 BURBANK BLVD,TARZANA,91356,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8765,LICENSED AND CERTIFIED,630018298,OPEN,"MISSION HOSPICE SERVICES OF EAST BAY, LLC",HOSPICE,HOSPICE,NON-LTC,0,5976 W LAS POSITAS BLVD,PLEASANTON,94588,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
8766,LICENSED AND CERTIFIED,630018299,OPEN,CARING HEART HOSPICE INC,HOSPICE,HOSPICE,NON-LTC,0,191 SAND CREEK RD,BRENTWOOD,94513,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
8767,LICENSED AND CERTIFIED,630018300,OPEN,"ANGELS GARDEN HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,225 E BROADWAY,GLENDALE,91205,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8768,LICENSED AND CERTIFIED,630018301,OPEN,LIMITLESS HOSPICE INC,HOSPICE,HOSPICE,NON-LTC,0,18425 BURBANK BLVD,TARZANA,91356,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8769,LICENSED AND CERTIFIED,630018302,OPEN,FAMILY HEALTH - YOUTH COUNSELING CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2130 NATIONAL AVE,SAN DIEGO,92113,470,SAN DIEGO,10,SAN DIEGO,Y,CONSOLIDATED,37,SAN DIEGO,6073,2024-03-15 00:00:00
8770,LICENSED AND CERTIFIED,630018303,OPEN,"MONCH HOME HEALTH, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,7590 N GLENOAKS BLVD,BURBANK,91504,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8771,LICENSED AND CERTIFIED,630018304,OPEN,KARA HEALTH,HOSPICE,HOSPICE,NON-LTC,0,1100 E ORANGETHORPE AVE,ANAHEIM,92801,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8772,LICENSED ONLY,630018306,OPEN,"IV NURSING HEALTHCARE SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,14545 FRIAR ST,VAN NUYS,91411,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8773,LICENSED AND CERTIFIED,630018308,OPEN,"MAGIC CARE HOME HEALTH, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,10720 RIVERSIDE DR,NORTH HOLLYWOOD,91602,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8774,LICENSED AND CERTIFIED,630018309,OPEN,"AMALFI HOSPICE CARE, INC.",HOSPICE,HOSPICE,NON-LTC,0,435 ORANGE SHOW LN,SAN BERNARDINO,92408,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8775,LICENSED AND CERTIFIED,630018310,OPEN,"GOLD STAR HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,421 ARDEN AVE,GLENDALE,91203,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8776,LICENSED AND CERTIFIED,630018311,OPEN,7 DAYS HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,NON-LTC,0,224 E OLIVE AVE,BURBANK,91502,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8777,LICENSED AND CERTIFIED,630018314,OPEN,BRIDGE HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,38977 SKY CANYON DR,MURRIETA,92563,430,RIVERSIDE,25,RIVERSIDE,Y,PARENT,33,RIVERSIDE,6065,2024-03-15 00:00:00
8778,LICENSED AND CERTIFIED,630018315,OPEN,"SAINT MARIAM HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,1480 COLORADO BLVD,LOS ANGELES,90041,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8779,LICENSED ONLY,630018316,OPEN,SIGNAL HILL HOSPICE & PALLIATIVE LLC,HOSPICE,HOSPICE,NON-LTC,0,2525 CHERRY AVE,SIGNAL HILL,90755,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8780,LICENSED ONLY,630018317,OPEN,"BENEFIT HOSPICE CARE, INC.",HOSPICE,HOSPICE,NON-LTC,0,13615 VICTORY BLVD,VAN NUYS,91401,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8781,LICENSED AND CERTIFIED,630018318,OPEN,"SWAN HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,3808 W RIVERSIDE DR,BURBANK,91505,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8782,LICENSED ONLY,630018319,OPEN,"REVIVIFY HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,10201 RIVERSIDE DR,TOLUCA LAKE,91602,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8783,LICENSED AND CERTIFIED,630018320,OPEN,"SUNNYLAND HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,100 FRANKLIN CT,GLENDALE,91205,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8784,LICENSED AND CERTIFIED,630018321,OPEN,BEVERLYCARE,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1920 W WHITTIER BLVD,MONTEBELLO,90640,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,INTERMITTENT CLINIC,19,LOS ANGELES,6037,2024-03-15 00:00:00
8785,LICENSED ONLY,630018323,OPEN,OREMOS HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,NON-LTC,0,8949 RESEDA BLVD,NORTHRIDGE,91324,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8786,LICENSED ONLY,630018324,OPEN,MARIN COMMUNITY CLINIC - 4TH STREET DENTAL,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,411 4TH ST,SAN RAFAEL,94901,310,MARIN,11,SANTA ROSA,Y,PARENT,21,MARIN,6041,2024-03-15 00:00:00
8787,LICENSED ONLY,630018325,OPEN,DIGNITY HOSPICE,HOSPICE,HOSPICE,NON-LTC,0,215 S LAUREL AVE,ONTARIO,91762,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8788,LICENSED AND CERTIFIED,630018326,OPEN,"MARY OF JOY HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,4706 BROOKS ST,MONTCLAIR,91763,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8789,LICENSED ONLY,630018327,OPEN,CAREMED HOSPICE INC,HOSPICE,HOSPICE,NON-LTC,0,22048 SHERMAN WAY,CANOGA PARK,91303,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8790,LICENSED AND CERTIFIED,630018328,OPEN,OMNI FAMILY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,355 CAMPUS DR,HANFORD,93230,150,KINGS,4,FRESNO,N,INTERMITTENT CLINIC,16,KINGS,6031,2024-03-15 00:00:00
8791,CERTIFIED ONLY,630018330,CERTIFIED ONLY,"JOURNEY SURGERY CENTER, LLC",ASC,SURGICAL CLINIC,NON-LTC,0,2 JOURNEY,ALISO VIEJO,92656,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8792,LICENSED ONLY,630018331,OPEN,"THRIVE HOME HEALTH AGENCY, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,9060 WALKER ST,CYPRESS,90630,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8793,LICENSED AND CERTIFIED,630018332,OPEN,AMERICAN RIVER HOSPICE SERVICES,HOSPICE,HOSPICE,NON-LTC,0,1451 RIVER PARK DR,SACRAMENTO,95815,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
8794,LICENSED AND CERTIFIED,630018333,OPEN,"DEVOTED HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,14640 VICTORY BLVD,VAN NUYS,91411,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8795,LICENSED AND CERTIFIED,630018334,OPEN,"CROWN HOME CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,501 W GLENOAKS BLVD,GLENDALE,91202,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8796,LICENSED ONLY,630018335,OPEN,BARTON SPECIALTY CLINIC,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1139 3RD ST,SOUTH LAKE TAHOE,96150,80,EL DORADO,3,SACRAMENTO,N,INTERMITTENT CLINIC,9,EL DORADO,6017,2024-03-15 00:00:00
8797,LICENSED ONLY,630018336,OPEN,"ADVANCED COMFORT HOME HEALTHCARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,17050 CHATSWORTH ST,GRANADA HILLS,91344,200,LOS ANGELES,5,VENTURA,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8798,LICENSED AND CERTIFIED,630018337,OPEN,NEIGHBORHOOD HEALTHCARE-FALLBROOK,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1309 S MISSION RD,FALLBROOK,92028,470,SAN DIEGO,10,SAN DIEGO,N,INTERMITTENT CLINIC,37,SAN DIEGO,6073,2024-03-15 00:00:00
8799,LICENSED AND CERTIFIED,630018340,OPEN,HUMANE HOSPICE CARE,HOSPICE,HOSPICE,NON-LTC,0,1811 W KATELLA AVE,ANAHEIM,92804,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8800,LICENSED AND CERTIFIED,630018341,OPEN,"GOLDEN TOUCH HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,2001 BEVERLY BLVD,LOS ANGELES,90057,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8801,LICENSED AND CERTIFIED,630018342,OPEN,"BELANI HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,2609 W WYOMING AVE,BURBANK,91505,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8802,LICENSED ONLY,630018343,OPEN,"TENDER HEART HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,4355 E LOWELL ST,ONTARIO,91761,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8803,LICENSED ONLY,630018344,OPEN,LOVE HOME HEALTH AGENCY INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,1554 S SEPULVEDA BLVD,LOS ANGELES,90025,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8804,LICENSED AND CERTIFIED,630018345,OPEN,LIFELONG LENIOR HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2940 SUMMIT ST,OAKLAND,94609,0,ALAMEDA,2,EAST BAY,N,INTERMITTENT CLINIC,1,ALAMEDA,6001,2024-03-15 00:00:00
8805,LICENSED ONLY,630018346,OPEN,"GOOD DAY HOME HEALTH CARE, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,9608 VAN NUYS BLVD,PANORAMA CITY,91402,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8806,LICENSED AND CERTIFIED,630018349,OPEN,ELATION HOME HEALTH INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,333 N SANTA ANITA AVE,ARCADIA,91006,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8807,LICENSED ONLY,630018350,OPEN,SILVERLINE STAFF HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,39510 PASEO PADRE PKWY,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
8808,LICENSED AND CERTIFIED,630018351,OPEN,OLE HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1101 B GALE WILSON BLVD,FAIRFIELD,94533,580,SOLANO,11,SANTA ROSA,N,INTERMITTENT CLINIC,48,SOLANO,6095,2024-03-15 00:00:00
8809,LICENSED AND CERTIFIED,630018355,OPEN,"DORA STREET HEALTH CENTER, SUITE A1",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1165 S DORA ST,UKIAH,95482,330,MENDOCINO,11,SANTA ROSA,N,INTERMITTENT CLINIC,23,MENDOCINO,6045,2024-03-15 00:00:00
8810,LICENSED ONLY,630018356,OPEN,AHF HEALTHCARE CENTER - SAN DIEGO,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3580 5TH AVE,SAN DIEGO,92103,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
8811,LICENSED AND CERTIFIED,630018357,OPEN,OMNI FAMILY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2505 MERCED ST,FRESNO,93721,90,FRESNO,12,BAKERSFIELD,Y,PARENT,10,FRESNO,6019,2024-03-15 00:00:00
8812,LICENSED AND CERTIFIED,630018358,OPEN,OMNI FAMILY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4844 N 1ST ST,FRESNO,93726,90,FRESNO,12,BAKERSFIELD,N,INTERMITTENT CLINIC,10,FRESNO,6019,2024-03-15 00:00:00
8813,LICENSED AND CERTIFIED,630018359,OPEN,OMNI FAMILY HEALTH,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,3748 E SHIELDS AVE,FRESNO,93726,90,FRESNO,12,BAKERSFIELD,N,INTERMITTENT CLINIC,10,FRESNO,6019,2024-03-15 00:00:00
8814,LICENSED AND CERTIFIED,630018360,OPEN,"COMMUNITY MEDICAL CENTERS, DOROTHY L. JONES",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,2044 FAIR ST,STOCKTON,95206,490,SAN JOAQUIN,3,SACRAMENTO,N,INTERMITTENT CLINIC,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
8815,LICENSED AND CERTIFIED,630018361,OPEN,HEAL HOME HEALTH INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,1041 E SHIELDS AVE,FRESNO,93704,90,FRESNO,4,FRESNO,Y,PARENT,10,FRESNO,6019,2024-03-15 00:00:00
8816,LICENSED ONLY,630018363,OPEN,"BRIGHT FUTURE HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,22151 VENTURA BLVD,WOODLAND HILLS,91364,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8817,LICENSED ONLY,630018364,OPEN,"ADVANCED QUALITY HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,3212 LOMA VISTA RD,VENTURA,93003,660,VENTURA,5,VENTURA,Y,PARENT,56,VENTURA,6111,2024-03-15 00:00:00
8818,LICENSED AND CERTIFIED,630018365,OPEN,BEACHWOOD HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,21049 DEVONSHIRE ST,CHATSWORTH,91311,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8819,LICENSED AND CERTIFIED,630018367,OPEN,"BONA VITA HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,14126 SHERMAN WAY,VAN NUYS,91405,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8820,LICENSED AND CERTIFIED,630018368,CERTIFIED ONLY,SKYPORT - KFH SANTA CLARA ESRD/CAPD,ESRD,CHRONIC DIALYSIS CLINIC,NON-LTC,0,1721 TECHNOLOGY DR,SAN JOSE,95110,530,SANTA CLARA,7,SAN JOSE,N,OTHER CERTIFIABLE PART,43,SANTA CLARA,6085,2024-03-15 00:00:00
8821,LICENSED ONLY,630018369,OPEN,OASIS HOME HEALTH CARE AGENCY INC.,HHA,HOME HEALTH AGENCY,NON-LTC,0,27225 CAMP PLENTY RD,SANTA CLARITA,91351,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8822,LICENSED AND CERTIFIED,630018370,OPEN,FRESENIUS KIDNEY CARE NORTH FONTANA,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,25,16423 SIERRA LAKES PKWY,FONTANA,92336,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,PARENT,36,SAN BERNARDINO,6071,2024-03-15 00:00:00
8823,LICENSED ONLY,630018371,OPEN,HUMBOLDT SENIOR RESOURCE CENTER/FORTUNA ADHC,ADHC,ADULT DAY HEALTH CARE,NON-LTC,0,3200 NEWBURG RD,FORTUNA,95540,110,HUMBOLDT,11,SANTA ROSA,N,SATELLITE,12,HUMBOLDT,6023,2024-03-15 00:00:00
8824,LICENSED AND CERTIFIED,630018372,OPEN,BEST IN TOWN HOME HEALTH CARE INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,1110 S GLENDALE AVE,GLENDALE,91205,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8825,LICENSED ONLY,630018374,OPEN,"CYPRESS HOME HEALTH CARE, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,14545 FRIAR ST,VAN NUYS,91411,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8826,LICENSED ONLY,630018375,OPEN,"HONEST HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,18570 SHERMAN WAY,RESEDA,91335,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8827,LICENSED ONLY,630018377,OPEN,VALMONT CARE CENTER,CLHF,CONGREGATE LIVING HEALTH FACILITY,LTC,6,7331 VALMONT ST,TUJUNGA,91042,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8828,LICENSED ONLY,630018378,OPEN,SUPREME CARE GROUP,HHA,HOME HEALTH AGENCY,NON-LTC,0,6005 VINELAND AVE,NORTH HOLLYWOOD,91606,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8829,LICENSED AND CERTIFIED,630018379,OPEN,"DORA STREET HEALTH CENTER, SUITE B1",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1165 S DORA ST,UKIAH,95482,330,MENDOCINO,11,SANTA ROSA,N,INTERMITTENT CLINIC,23,MENDOCINO,6045,2024-03-15 00:00:00
8830,LICENSED AND CERTIFIED,630018380,OPEN,"SIGNATURE HEALTHCARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,1770 N HIGHLAND AVE,LOS ANGELES,90028,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8831,LICENSED ONLY,630018381,OPEN,EMO HOME HEALTHCARE INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,18520 BURBANK BLVD,TARZANA,91356,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8832,LICENSED AND CERTIFIED,630018382,OPEN,LOGOS HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,6851 LENNOX AVE,VAN NUYS,91405,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8833,LICENSED AND CERTIFIED,630018383,OPEN,"HOLISTIC HOSPICE CARE SERVICES, INC",HOSPICE,HOSPICE,NON-LTC,0,1616 VICTORY BLVD,GLENDALE,91201,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8834,LICENSED ONLY,630018384,OPEN,"CLCHC- SANO COMMUNITY HEALTH CENTER, INC.",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,700 W 19TH ST,COSTA MESA,92627,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
8835,NOT LICENSED/NOT CERTIFIED,630018385,CERTIFIED ONLY,COASTAL SURGERY CENTER PARTNERS,ASC,SURGICAL CLINIC,NON-LTC,0,222 W PUEBLO ST,SANTA BARBARA,93105,520,SANTA BARBARA,5,VENTURA,Y,PARENT,42,SANTA BARBARA,6083,2024-03-15 00:00:00
8836,LICENSED AND CERTIFIED,630018386,OPEN,SX HOME HEALTH INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,13615 VICTORY BLVD,VAN NUYS,91401,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8837,LICENSED AND CERTIFIED,630018387,OPEN,ARIA COMMUNITY HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,575 W PUTNAM AVE,PORTERVILLE,93257,640,TULARE,4,FRESNO,N,INTERMITTENT CLINIC,54,TULARE,6107,2024-03-15 00:00:00
8838,LICENSED ONLY,630018388,OPEN,"HOPE HOSPICE & PALLIATIVE CARE, INC",HOSPICE,HOSPICE,NON-LTC,0,340 RANCHEROS DR,SAN MARCOS,92069,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
8839,LICENSED ONLY,630018389,OPEN,FAST CARE HOME HEALTH INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,820 SAN FERNANDO RD,SAN FERNANDO,91340,200,LOS ANGELES,98,LA HHA/HOSPICE,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
8840,LICENSED AND CERTIFIED,630018390,OPEN,GEISS MED HOSPICE LLC,HOSPICE,HOSPICE,NON-LTC,0,2592 N SANTIAGO BLVD,ORANGE,92867,400,ORANGE,6,ORANGE,Y,PARENT,30,ORANGE,6059,2024-03-15 00:00:00
